appid,name,genres,steamspy_tags,steamspy_tags_weighted
1011670,Totally Reliable Delivery Service,"Action, Adventure, Casual, Indie, Racing, Simulation",Action;Sandbox;Physics;Funny;Casual;Co-op;Open World;Simulation;3D;Local Multiplayer;Third Person;Split Screen;Action-Adventure;Adventure;Comedy;Cute;Colorful;Multiplayer;4 Player Local;Local Co-Op,"{""Action"": 330, ""Sandbox"": 294, ""Physics"": 290, ""Funny"": 290, ""Casual"": 289, ""Co-op"": 283, ""Open World"": 265, ""Simulation"": 252, ""3D"": 252, ""Local Multiplayer"": 251, ""Third Person"": 241, ""Split Screen"": 241, ""Action-Adventure"": 241, ""Adventure"": 234, ""Comedy"": 216, ""Cute"": 215, ""Colorful"": 213, ""Multiplayer"": 203, ""4 Player Local"": 201, ""Local Co-Op"": 198}"
1133730,Second Galaxy,"Free To Play, Massively Multiplayer, RPG, Strategy",Free to Play;Massively Multiplayer;RPG;Space;Strategy;Open World;Sci-fi;Political,"{""Free to Play"": 69, ""Massively Multiplayer"": 68, ""RPG"": 62, ""Space"": 59, ""Strategy"": 56, ""Open World"": 43, ""Sci-fi"": 36, ""Political"": 8}"
1409160,Plasma,"Indie, Simulation, Free To Play",Simulation;Sandbox;3D;Exploration;Choose Your Own Adventure;Building;First-Person;Programming;Automation;Stylized;Logic;Robots;Game Development;Sci-fi;Crafting;Base-Building;Open World;Physics;Singleplayer;Free to Play,"{""Simulation"": 261, ""Sandbox"": 260, ""3D"": 221, ""Exploration"": 205, ""Choose Your Own Adventure"": 203, ""Building"": 201, ""First-Person"": 196, ""Programming"": 189, ""Automation"": 185, ""Stylized"": 179, ""Logic"": 177, ""Robots"": 167, ""Game Development"": 150, ""Sci-fi"": 124, ""Crafting"": 109, ""Base-Building"": 95, ""Open World"": 78, ""Physics"": 70, ""Singleplayer"": 47, ""Free to Play"": 42}"
1661270,Car Detailing Simulator: Prologue,,,{}
635260,CarX Drift Racing Online,"Action, Casual, Massively Multiplayer, Racing, Simulation, Sports",Racing;Physics;Simulation;Massively Multiplayer;Relaxing;Sandbox;Online Co-Op;Games Workshop;Automobile Sim;Multiplayer;Open World;Controller;VR;Singleplayer;Arcade;Realistic;Co-op;Local Multiplayer;Mod;Sports,"{""Racing"": 442, ""Physics"": 380, ""Simulation"": 373, ""Massively Multiplayer"": 371, ""Relaxing"": 368, ""Sandbox"": 364, ""Online Co-Op"": 360, ""Games Workshop"": 356, ""Automobile Sim"": 350, ""Multiplayer"": 344, ""Open World"": 340, ""Controller"": 336, ""VR"": 334, ""Singleplayer"": 332, ""Arcade"": 330, ""Realistic"": 328, ""Co-op"": 325, ""Local Multiplayer"": 325, ""Mod"": 321, ""Sports"": 315}"
953580,Tourist Bus Simulator,"Casual, Simulation",Automobile Sim;Simulation;Driving;Open World;Realistic;Management;Multiplayer;Casual;Exploration;Physics;Singleplayer;Adventure;Atmospheric;Free to Play;VR,"{""Automobile Sim"": 99, ""Simulation"": 89, ""Driving"": 78, ""Open World"": 64, ""Realistic"": 49, ""Management"": 46, ""Multiplayer"": 45, ""Casual"": 42, ""Exploration"": 33, ""Physics"": 31, ""Singleplayer"": 31, ""Adventure"": 18, ""Atmospheric"": 18, ""Free to Play"": 8, ""VR"": 5}"
963930,Contractors,"Action, Casual, Indie, Simulation",VR;Action;Violent;FPS;Indie;Simulation;Multiplayer;Military;Shooter;First-Person;Gun Customization;Early Access;Singleplayer;Co-op;Moddable;PvP,"{""VR"": 72, ""Action"": 51, ""Violent"": 47, ""FPS"": 43, ""Indie"": 38, ""Simulation"": 38, ""Multiplayer"": 35, ""Military"": 34, ""Shooter"": 28, ""First-Person"": 22, ""Gun Customization"": 21, ""Early Access"": 10, ""Singleplayer"": 10, ""Co-op"": 8, ""Moddable"": 6, ""PvP"": 6}"
1267540,WRC 9 FIA World Rally Championship,"Racing, Simulation, Sports",Racing;Driving;Sports;Automobile Sim;Physics;Management;PvP;Time Management;e-sports;Competitive;First-Person;3D;Simulation;Open World;Third Person;Offroad;Realistic;Colorful;Cinematic;Score Attack,"{""Racing"": 160, ""Driving"": 142, ""Sports"": 139, ""Automobile Sim"": 137, ""Physics"": 127, ""Management"": 119, ""PvP"": 116, ""Time Management"": 115, ""e-sports"": 107, ""Competitive"": 106, ""First-Person"": 105, ""3D"": 103, ""Simulation"": 103, ""Open World"": 98, ""Third Person"": 98, ""Offroad"": 78, ""Realistic"": 76, ""Colorful"": 73, ""Cinematic"": 66, ""Score Attack"": 66}"
1328660,Need for Speed Hot Pursuit Remastered,"Action, Racing",Racing;Driving;Open World;Combat Racing;Multiplayer;Competitive;Vehicular Combat;Action;Action-Adventure;Crime;Realistic;Cinematic;Destruction;Transportation;Co-op;Singleplayer;Replay Value;Third Person;Classic;Game Development,"{""Racing"": 191, ""Driving"": 168, ""Open World"": 167, ""Combat Racing"": 166, ""Multiplayer"": 164, ""Competitive"": 148, ""Vehicular Combat"": 138, ""Action"": 128, ""Action-Adventure"": 118, ""Crime"": 108, ""Realistic"": 107, ""Cinematic"": 94, ""Destruction"": 92, ""Transportation"": 90, ""Co-op"": 90, ""Singleplayer"": 86, ""Replay Value"": 71, ""Third Person"": 63, ""Classic"": 46, ""Game Development"": 44}"
2014780,X-Plane 12,Simulation,Simulation;Flight;Realistic;VR;3D;Immersive Sim;Action-Adventure;3D Vision;First-Person;Jet;Atmospheric;Military;Relaxing;Controller;Choices Matter;Moddable;Open World;Physics;Tutorial;Co-op,"{""Simulation"": 323, ""Flight"": 278, ""Realistic"": 259, ""VR"": 258, ""3D"": 258, ""Immersive Sim"": 253, ""Action-Adventure"": 250, ""3D Vision"": 245, ""First-Person"": 241, ""Jet"": 221, ""Atmospheric"": 209, ""Military"": 180, ""Relaxing"": 164, ""Controller"": 163, ""Choices Matter"": 157, ""Moddable"": 129, ""Open World"": 128, ""Physics"": 110, ""Tutorial"": 81, ""Co-op"": 57}"
2077750,RENNSPORT,"Racing, Simulation, Sports",,{}
2108330,F1 23,"Racing, Sports",VR;Racing;Driving;Multiplayer;Automobile Sim;Sports;Singleplayer;Simulation;Competitive;e-sports;Relaxing;3D;Action-Adventure;Cinematic;Arcade;Immersive Sim;First-Person;PvP;3D Platformer;PvE,"{""VR"": 543, ""Racing"": 408, ""Driving"": 392, ""Multiplayer"": 370, ""Automobile Sim"": 369, ""Sports"": 364, ""Singleplayer"": 347, ""Simulation"": 346, ""Competitive"": 342, ""e-sports"": 319, ""Relaxing"": 309, ""3D"": 308, ""Action-Adventure"": 307, ""Cinematic"": 289, ""Arcade"": 287, ""Immersive Sim"": 286, ""First-Person"": 281, ""PvP"": 277, ""3D Platformer"": 274, ""PvE"": 253}"
3058630,Assetto Corsa EVO,"Racing, Simulation, Sports, Early Access",Early Access;Racing;Simulation;Automobile Sim;Sports;Driving;Realistic;VR;Multiplayer;Physics;Artificial Intelligence;First-Person;PvP;Controller;Atmospheric;Singleplayer;e-sports;3D Vision;Replay Value;TrackIR,"{""Early Access"": 200, ""Racing"": 181, ""Simulation"": 180, ""Automobile Sim"": 149, ""Sports"": 149, ""Driving"": 138, ""Realistic"": 130, ""VR"": 121, ""Multiplayer"": 115, ""Physics"": 106, ""Artificial Intelligence"": 105, ""First-Person"": 102, ""PvP"": 101, ""Controller"": 97, ""Atmospheric"": 86, ""Singleplayer"": 82, ""e-sports"": 77, ""3D Vision"": 73, ""Replay Value"": 70, ""TrackIR"": 69}"
3582450,Wrap House Simulator: Prologue,,,{}
4508340,,,,{}
65930,The Bureau: XCOM Declassified,Action,Action;Tactical;Sci-fi;Third-Person Shooter;Singleplayer;Third Person;Aliens;Strategy;Shooter;RPG;Atmospheric;Adventure;Cold War;Story Rich;Multiplayer;Open World;Noir;Stealth;Retro;Turn-Based,"{""Action"": 295, ""Tactical"": 228, ""Sci-fi"": 226, ""Third-Person Shooter"": 212, ""Singleplayer"": 149, ""Third Person"": 142, ""Aliens"": 128, ""Strategy"": 114, ""Shooter"": 106, ""RPG"": 71, ""Atmospheric"": 47, ""Adventure"": 46, ""Cold War"": 41, ""Story Rich"": 34, ""Multiplayer"": 29, ""Open World"": 21, ""Noir"": 18, ""Stealth"": 15, ""Retro"": 9, ""Turn-Based"": 5}"
107300,Breath of Death VII,"Indie, RPG",JRPG;RPG;Funny;Indie;Retro;Comedy;Pixel Graphics;Singleplayer;Turn-Based;Parody ;Short;2D;Fantasy;Old School;Adventure;Horror;Top-Down,"{""JRPG"": 308, ""RPG"": 206, ""Funny"": 152, ""Indie"": 150, ""Retro"": 111, ""Comedy"": 108, ""Pixel Graphics"": 74, ""Singleplayer"": 67, ""Turn-Based"": 65, ""Parody "": 52, ""Short"": 44, ""2D"": 29, ""Fantasy"": 29, ""Old School"": 27, ""Adventure"": 26, ""Horror"": 6, ""Top-Down"": 5}"
214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,"Action, Casual, RPG",RPG;Action;Parody ;Fast-Paced;Casual;JRPG;Comedy;Retro;Indie;2D;Fantasy;Puzzle;Singleplayer;Experimental;Adventure;Pixel Graphics;Great Soundtrack;Funny;Anime;Multiplayer,"{""RPG"": 143, ""Action"": 98, ""Parody "": 74, ""Fast-Paced"": 71, ""Casual"": 69, ""JRPG"": 69, ""Comedy"": 64, ""Retro"": 53, ""Indie"": 44, ""2D"": 44, ""Fantasy"": 42, ""Puzzle"": 39, ""Singleplayer"": 37, ""Experimental"": 28, ""Adventure"": 26, ""Pixel Graphics"": 25, ""Great Soundtrack"": 20, ""Funny"": 18, ""Anime"": 17, ""Multiplayer"": 17}"
215690,Zeno Clash 2,"Action, Indie",Action;Indie;Surreal;Beat 'em up;Fighting;First-Person;Adventure;Co-op;Singleplayer;Open World;FPS;Atmospheric;Fantasy;Online Co-Op;Sci-fi,"{""Action"": 107, ""Indie"": 90, ""Surreal"": 77, ""Beat 'em up"": 56, ""Fighting"": 48, ""First-Person"": 45, ""Adventure"": 35, ""Co-op"": 26, ""Singleplayer"": 26, ""Open World"": 25, ""FPS"": 22, ""Atmospheric"": 20, ""Fantasy"": 9, ""Online Co-Op"": 9, ""Sci-fi"": 7}"
230270,N++ (NPLUSPLUS),Action,Precision Platformer;2D Platformer;Local Co-Op;Local Multiplayer;Action;Difficult;Parkour;Level Editor;Minimalist;Indie;Ninja;Singleplayer;Puzzle-Platformer;Fast-Paced;Colorful;4 Player Local;Arcade;Family Friendly;Physics;Platformer,"{""Precision Platformer"": 227, ""2D Platformer"": 215, ""Local Co-Op"": 214, ""Local Multiplayer"": 213, ""Action"": 211, ""Difficult"": 208, ""Parkour"": 203, ""Level Editor"": 195, ""Minimalist"": 194, ""Indie"": 182, ""Ninja"": 172, ""Singleplayer"": 170, ""Puzzle-Platformer"": 165, ""Fast-Paced"": 164, ""Colorful"": 158, ""4 Player Local"": 158, ""Arcade"": 155, ""Family Friendly"": 154, ""Physics"": 149, ""Platformer"": 148}"
232050,Eador. Masters of the Broken World,"Indie, RPG, Strategy",Strategy;Turn-Based Strategy;Fantasy;Turn-Based;RPG;Indie;Singleplayer;Tactical;4X;Hex Grid;Difficult;Turn-Based Tactics;Multiplayer;Tactical RPG;Adventure;Magic,"{""Strategy"": 1960, ""Turn-Based Strategy"": 130, ""Fantasy"": 111, ""Turn-Based"": 91, ""RPG"": 82, ""Indie"": 80, ""Singleplayer"": 43, ""Tactical"": 39, ""4X"": 34, ""Hex Grid"": 33, ""Difficult"": 31, ""Turn-Based Tactics"": 13, ""Multiplayer"": 11, ""Tactical RPG"": 9, ""Adventure"": 8, ""Magic"": 5}"
240970,Half Minute Hero: The Second Coming,"Action, Indie, RPG",RPG;Indie;JRPG;Action;Fast-Paced;Great Soundtrack;Comedy;Pixel Graphics;Retro;Multiplayer;Action RPG;Adventure;2D;Singleplayer,"{""RPG"": 69, ""Indie"": 40, ""JRPG"": 40, ""Action"": 37, ""Fast-Paced"": 35, ""Great Soundtrack"": 26, ""Comedy"": 25, ""Pixel Graphics"": 22, ""Retro"": 18, ""Multiplayer"": 14, ""Action RPG"": 14, ""Adventure"": 13, ""2D"": 9, ""Singleplayer"": 9}"
258910,Citizens of Earth,RPG,RPG;Comedy;Turn-Based;Singleplayer;Cartoony;2D;Indie;Retro;JRPG;Funny,"{""RPG"": 48, ""Comedy"": 24, ""Turn-Based"": 20, ""Singleplayer"": 12, ""Cartoony"": 12, ""2D"": 10, ""Indie"": 8, ""Retro"": 7, ""JRPG"": 7, ""Funny"": 6}"
262470,Rollers of the Realm,"Action, Adventure, Casual, Indie, RPG",Pinball;RPG;Physics;Adventure;Puzzle;Casual;Indie;Action;Singleplayer;Controller;Arcade;Fantasy;Top-Down;Hack and Slash;Story Rich;Stylized;Funny;Medieval;Class-Based;Action RPG,"{""Pinball"": 199, ""RPG"": 172, ""Physics"": 171, ""Adventure"": 166, ""Puzzle"": 165, ""Casual"": 159, ""Indie"": 152, ""Action"": 150, ""Singleplayer"": 145, ""Controller"": 141, ""Arcade"": 140, ""Fantasy"": 136, ""Top-Down"": 132, ""Hack and Slash"": 126, ""Story Rich"": 123, ""Stylized"": 120, ""Funny"": 119, ""Medieval"": 117, ""Class-Based"": 115, ""Action RPG"": 111}"
286000,Tooth and Tail,"Action, Casual, Indie, Strategy",Strategy;RTS;Pixel Graphics;Multiplayer;Indie;Action;Casual;Great Soundtrack;2D;Competitive;Controller;Singleplayer;Isometric;Split Screen;Local Co-Op;Local Multiplayer;Story Rich;Procedural Generation;Co-op;4 Player Local,"{""Strategy"": 162, ""RTS"": 144, ""Pixel Graphics"": 115, ""Multiplayer"": 102, ""Indie"": 101, ""Action"": 80, ""Casual"": 63, ""Great Soundtrack"": 61, ""2D"": 60, ""Competitive"": 54, ""Controller"": 52, ""Singleplayer"": 41, ""Isometric"": 32, ""Split Screen"": 31, ""Local Co-Op"": 30, ""Local Multiplayer"": 30, ""Story Rich"": 25, ""Procedural Generation"": 20, ""Co-op"": 11, ""4 Player Local"": 10}"
291410,Duelyst,"Free To Play, Indie, Strategy",Card Battler;Free to Play;Deckbuilding;Card Game;Strategy;Pixel Graphics;Turn-Based Tactics;Turn-Based Strategy;Multiplayer;Turn-Based Combat;Tactical;Trading Card Game;Indie;Turn-Based;Fantasy;Anime;Board Game,"{""Card Battler"": 205, ""Free to Play"": 166, ""Deckbuilding"": 155, ""Card Game"": 131, ""Strategy"": 112, ""Pixel Graphics"": 107, ""Turn-Based Tactics"": 99, ""Turn-Based Strategy"": 94, ""Multiplayer"": 79, ""Turn-Based Combat"": 77, ""Tactical"": 68, ""Trading Card Game"": 64, ""Indie"": 61, ""Turn-Based"": 42, ""Fantasy"": 13, ""Anime"": 12, ""Board Game"": 7}"
300580,GALAK-Z,"Action, Indie",Action Roguelike;Action;Indie;Space;Arcade;Rogue-lite;Mechs;Anime;Shoot 'Em Up;Rogue-like;Difficult,"{""Action Roguelike"": 36, ""Action"": 35, ""Indie"": 29, ""Space"": 29, ""Arcade"": 27, ""Rogue-lite"": 22, ""Mechs"": 14, ""Anime"": 13, ""Shoot 'Em Up"": 11, ""Rogue-like"": 7, ""Difficult"": 6}"
308040,Back to Bed,"Action, Casual, Indie",Puzzle;Indie;Casual;Surreal;Action;Isometric;Singleplayer;Short;Adventure,"{""Puzzle"": 329, ""Indie"": 89, ""Casual"": 80, ""Surreal"": 64, ""Action"": 49, ""Isometric"": 41, ""Singleplayer"": 37, ""Short"": 11, ""Adventure"": 8}"
312200,Chasm,"Action, Adventure, Indie, RPG",Metroidvania;Indie;Pixel Graphics;Adventure;Action;RPG;Platformer;2D;Procedural Generation;Side Scroller;Singleplayer;Rogue-like;Retro;Fantasy;Action RPG;Kickstarter,"{""Metroidvania"": 98, ""Indie"": 78, ""Pixel Graphics"": 78, ""Adventure"": 69, ""Action"": 66, ""RPG"": 64, ""Platformer"": 53, ""2D"": 44, ""Procedural Generation"": 43, ""Side Scroller"": 35, ""Singleplayer"": 23, ""Rogue-like"": 12, ""Retro"": 11, ""Fantasy"": 10, ""Action RPG"": 10, ""Kickstarter"": 5}"
316010,Magic Duels,"Free To Play, Strategy",Free to Play;Card Game;Trading Card Game;Magic;Strategy;Multiplayer;Fantasy;Singleplayer;Co-op;Turn-Based;Online Co-Op;Great Soundtrack;Action;Board Game;Casual;Funny,"{""Free to Play"": 564, ""Card Game"": 302, ""Trading Card Game"": 270, ""Magic"": 230, ""Strategy"": 213, ""Multiplayer"": 181, ""Fantasy"": 90, ""Singleplayer"": 85, ""Co-op"": 65, ""Turn-Based"": 56, ""Online Co-Op"": 43, ""Great Soundtrack"": 20, ""Action"": 16, ""Board Game"": 16, ""Casual"": 8, ""Funny"": 7}"
343100,Overture,"Action, Adventure, Casual, Indie, RPG, Strategy",Action Roguelike;Indie;RPG;Action;Pixel Graphics;Rogue-like;Adventure;Bullet Hell;Dungeon Crawler;Casual;Rogue-lite;Strategy;Loot;Retro;2D;Hack and Slash;Singleplayer;Difficult;Great Soundtrack;Twin Stick Shooter,"{""Action Roguelike"": 62, ""Indie"": 59, ""RPG"": 52, ""Action"": 52, ""Pixel Graphics"": 44, ""Rogue-like"": 37, ""Adventure"": 36, ""Bullet Hell"": 36, ""Dungeon Crawler"": 34, ""Casual"": 33, ""Rogue-lite"": 30, ""Strategy"": 26, ""Loot"": 25, ""Retro"": 23, ""2D"": 16, ""Hack and Slash"": 15, ""Singleplayer"": 14, ""Difficult"": 11, ""Great Soundtrack"": 10, ""Twin Stick Shooter"": 10}"
364470,The Elder Scrolls: Legends,Free To Play,Free to Play;Card Game;Trading Card Game;Multiplayer;Strategy;Fantasy;Singleplayer;Board Game;Great Soundtrack;Tactical;Story Rich;Atmospheric;Turn-Based;Dark Fantasy;Casual;Action;Deckbuilding;Turn-Based Tactics;Nudity,"{""Free to Play"": 274, ""Card Game"": 255, ""Trading Card Game"": 132, ""Multiplayer"": 129, ""Strategy"": 128, ""Fantasy"": 94, ""Singleplayer"": 85, ""Board Game"": 35, ""Great Soundtrack"": 35, ""Tactical"": 27, ""Story Rich"": 25, ""Atmospheric"": 22, ""Turn-Based"": 19, ""Dark Fantasy"": 18, ""Casual"": 16, ""Action"": 14, ""Deckbuilding"": 12, ""Turn-Based Tactics"": 11, ""Nudity"": 7}"
395170,DISTRAINT: Deluxe Edition,"Adventure, Casual, Indie",Indie;Psychological Horror;Horror;Pixel Graphics;2D;Adventure;Story Rich;Atmospheric;Singleplayer;Dark;Puzzle;Psychological;Short;Mystery;Side Scroller;Emotional;Dark Humor;Point & Click;Narration;Gore,"{""Indie"": 4509, ""Psychological Horror"": 198, ""Horror"": 197, ""Pixel Graphics"": 169, ""2D"": 149, ""Adventure"": 135, ""Story Rich"": 114, ""Atmospheric"": 102, ""Singleplayer"": 98, ""Dark"": 78, ""Puzzle"": 65, ""Psychological"": 55, ""Short"": 41, ""Mystery"": 37, ""Side Scroller"": 36, ""Emotional"": 34, ""Dark Humor"": 34, ""Point & Click"": 30, ""Narration"": 26, ""Gore"": 23}"
422810,River City Ransom: Underground,"Action, Indie, RPG",Beat 'em up;Action;Retro;Indie;RPG;Pixel Graphics;PvE;Action RPG;PvP;Local Co-Op;Online Co-Op;2D;Co-op;Competitive;Open World;Cartoon;Local Multiplayer;Side Scroller;4 Player Local;Great Soundtrack,"{""Beat 'em up"": 68, ""Action"": 68, ""Retro"": 56, ""Indie"": 53, ""RPG"": 47, ""Pixel Graphics"": 42, ""PvE"": 29, ""Action RPG"": 28, ""PvP"": 22, ""Local Co-Op"": 21, ""Online Co-Op"": 21, ""2D"": 19, ""Co-op"": 19, ""Competitive"": 18, ""Open World"": 18, ""Cartoon"": 17, ""Local Multiplayer"": 14, ""Side Scroller"": 13, ""4 Player Local"": 13, ""Great Soundtrack"": 9}"
446840,Splasher,"Action, Indie",Indie;Action;Platformer;Controller;Cartoon;2D;Difficult;Singleplayer;Great Soundtrack;Funny;Precision Platformer;2D Platformer,"{""Indie"": 70, ""Action"": 67, ""Platformer"": 57, ""Controller"": 30, ""Cartoon"": 26, ""2D"": 22, ""Difficult"": 11, ""Singleplayer"": 10, ""Great Soundtrack"": 6, ""Funny"": 6, ""Precision Platformer"": 5, ""2D Platformer"": 5}"
452570,Battle Chef Brigade Deluxe,"Action, Adventure, Indie, RPG",Action;RPG;Indie;Adventure;Cooking;Female Protagonist;Anime;Puzzle;Match 3;Hand-drawn;2D;Fantasy;Story Rich;Local Multiplayer;Family Friendly;Singleplayer;Cute;Beat 'em up;Side Scroller;Wholesome,"{""Action"": 128, ""RPG"": 114, ""Indie"": 108, ""Adventure"": 101, ""Cooking"": 97, ""Female Protagonist"": 94, ""Anime"": 87, ""Puzzle"": 70, ""Match 3"": 58, ""Hand-drawn"": 54, ""2D"": 48, ""Fantasy"": 41, ""Story Rich"": 41, ""Local Multiplayer"": 33, ""Family Friendly"": 32, ""Singleplayer"": 31, ""Cute"": 27, ""Beat 'em up"": 19, ""Side Scroller"": 18, ""Wholesome"": 11}"
463700,Super Cloudbuilt,"Action, Indie",Action;Indie;Parkour;3D Platformer;Female Protagonist;Difficult;Fast-Paced;Great Soundtrack;Platformer;Third Person;Third-Person Shooter,"{""Action"": 39, ""Indie"": 34, ""Parkour"": 29, ""3D Platformer"": 21, ""Female Protagonist"": 19, ""Difficult"": 14, ""Fast-Paced"": 13, ""Great Soundtrack"": 13, ""Platformer"": 7, ""Third Person"": 5, ""Third-Person Shooter"": 5}"
473530,Slime-san: Superslime Edition,"Action, Adventure, Indie",Platformer;Precision Platformer;2D Platformer;Difficult;Funny;Indie;Action;Adventure;Great Soundtrack;Pixel Graphics;Arcade;Fast-Paced;Singleplayer;Puzzle-Platformer;Anime;Level Editor;Local Co-Op;Local Multiplayer;Replay Value;Retro,"{""Platformer"": 153, ""Precision Platformer"": 148, ""2D Platformer"": 145, ""Difficult"": 141, ""Funny"": 132, ""Indie"": 124, ""Action"": 120, ""Adventure"": 112, ""Great Soundtrack"": 105, ""Pixel Graphics"": 100, ""Arcade"": 97, ""Fast-Paced"": 96, ""Singleplayer"": 90, ""Puzzle-Platformer"": 86, ""Anime"": 85, ""Level Editor"": 81, ""Local Co-Op"": 79, ""Local Multiplayer"": 69, ""Replay Value"": 59, ""Retro"": 46}"
490220,Prismata,"Free To Play, Indie, Simulation, Strategy, Early Access",Early Access;Strategy;Indie;Free to Play;Card Battler;Card Game;Deckbuilding;Simulation;Turn-Based;Sci-fi;Multiplayer;Competitive;Singleplayer;Puzzle;Robots;Turn-Based Tactics;Turn-Based Strategy;Replay Value;Touch-Friendly;Chess,"{""Early Access"": 1561, ""Strategy"": 70, ""Indie"": 60, ""Free to Play"": 57, ""Card Battler"": 56, ""Card Game"": 55, ""Deckbuilding"": 52, ""Simulation"": 37, ""Turn-Based"": 31, ""Sci-fi"": 29, ""Multiplayer"": 27, ""Competitive"": 27, ""Singleplayer"": 24, ""Puzzle"": 21, ""Robots"": 17, ""Turn-Based Tactics"": 17, ""Turn-Based Strategy"": 16, ""Replay Value"": 16, ""Touch-Friendly"": 15, ""Chess"": 14}"
506870,Unexplored,"Action, Adventure, Indie, RPG",Action Roguelike;Rogue-lite;RPG;Indie;Adventure;Action;Procedural Generation;Dungeon Crawler;Perma Death;Replay Value;Action RPG;Great Soundtrack;Top-Down;2D;Rogue-like;Singleplayer,"{""Action Roguelike"": 56, ""Rogue-lite"": 54, ""RPG"": 46, ""Indie"": 44, ""Adventure"": 43, ""Action"": 38, ""Procedural Generation"": 32, ""Dungeon Crawler"": 27, ""Perma Death"": 23, ""Replay Value"": 23, ""Action RPG"": 20, ""Great Soundtrack"": 17, ""Top-Down"": 12, ""2D"": 11, ""Rogue-like"": 7, ""Singleplayer"": 6}"
